Name,TypeofKiller,Sex,Race,WhiteMale,WhiteMale20s,NumVics,country,state,County,City,US,birthyear,BirthDate,BirthPlace,Age1stKill,AgeLastKill,AgeGroup,MidtoLate20s,DateFirst,DateFinal,VictimCode,Code,Type,Height,Raised,FamEvent,AgeEvent,Rasied2,BirthRank,BirthCat,NumSibs,SchoolProb,Teased,Educ,Degree,IQ1,IQ2,VerbalIQ,PerfIQ,Military,Branch,Combat,Killed,AppliedCop,WorkedCop,Fired,Attrac,PhyDef,SpchDef,XYY,BrainAb,Chem,HeadInj,PoliceGroupie,BedWet,Animal,Fire,PsychAbuse,PhysAbuse,SexAbuse,ParMarSta,DadStable,MomStable,DadSA,MomSA,Killerabusealcohol,Killerabusedrugs,Married?,MaritalStatus,NumberofChildren,LivChild,LiveWith,SexualOrientation,Occupation,PreviousArrests,Previousjailorprisontime,AgeKill,AgeSeries,KilledPriortoSeries,KillMethod,KillwithHands,Weapon,Gun,Partner,MethodDescription,PartName,PartnerRelation,PartSex,VicSex,#Male,#Female,RaceofVictim,#White,#Black,#Hisp,#Asian,NatAm,VicAge,VicAgeAdult,ChildVictim,ActualAges,GetToCrime,LocAbduct,LocKilling,Rape,Torture,Soughtvictimtokill,Overkill,Quick,Blindfold,Bound,Mutilate,Totem,SexDeath,AteBody,DrankBlood,Posed,BodyTotem,ItemTotem,News,BodyLeft,LeftHidden,LeftBuried,Moved,MovedHide,MovedBuried,CutUp,TakenHome,DisorPoints,OrgDis,Mental,MentalFac,PsychologicalDiagnosis,DateArrested,KilledinmateorguardinPrison,WantAds,Confessed,NGRI,Sentence,Exec,DateDeath,Suicide,DeathMeth,SuspectedDeaths,ConfessedDeaths,ConvictedDeaths,YearsBetweenFirstandLast,YearFirst,YearFinal,2010,2000,1990,1980,1970,1960,1950,1940,1930,1920,1910,1900,Century,DecadeStarted,Otherinformation,Nickname,Organizational,FrequencyCategory
"Resendiz,AngelMaturino",Serial,1,3,0,0,16,US,"TX,FL,GA,IL,KY,CA",Multiplecounties,Multiplecities,1,1960,8/1/1960,Mexico-Puebla-IzucardeMatamoros,26,38,20,1,1986,6/15/1999,7.2,1.11,FinancialGain-Robbery-HomeInvasion,66,2,4,12,0,3,3,2,1,1,7,None,120,,,,0,,,,,0,,2,0,,0,0,1,0,0,0,0,1,1,1,0,4,3,1,3,1,1,1,1,2,,,,1,Unemployed,1,1,26,37,1,"1,2,5",1,3,0,0,"Bludgeon,Shoot,Strangle",,,,3,7,9,7,13,0,3,0,0,8,1,1,"16,19,21,26,33,39,46,47,51,73,79,81,87",,,1,1,1,1,1,0,,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,2,2,,None,7/13/1999,0,0,1,1,3,1,6/27/2006,0,1,16,20,1,13,1986,1999,0,0,1,1,0,0,0,0,0,0,0,0,1900,1980,,,0,6+
"Respus,Asbury",Serial,1,2,0,0,8,US,NC,"Guilford,Northhampton,Southhampton","Sumner,Boykins,Severn",1,1873,,,39,48,30,0,1912,9/30/1931,11,3.02,Enjoyment-Norape,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,Laborer,1,1,39,39,0,"1,2,10",1,3,,0,"Bludgeon,Shoot,Drown",,,,3,2,6,7,5,3,0,0,0,,1,1,"5,9,56,82",,,,1,,,,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,1,0,3,1,1/8/1932,0,1,8,8,2,19,1912,1931,0,0,0,0,0,0,0,0,1,0,1,0,1900,1910,,,0,6+
"Restivo,Danilo",Serial-Twomurders,1,1,1,0,2,"England,Italy","Basilicata,SouthWestEngland","Potenza,Dorset","Potenza,Bournemouth",0,1972,,Italy-Sicily,21,30,20,0,9/12/1993,11/12/2002,8.5,3.02,Enjoyment-NoRape,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,21,21,0,4,1,3,0,0,Stab,,,,2,0,2,1,2,0,0,0,0,,1,1,"16,48",,,,0,0,1,1,,,,1,1,0,0,0,0,0,1,,0,0,0,0,1,0,0,0,,,,,,5/19/2010,0,0,0,0,2,0,,,,2,0,2,9,1993,2002,0,1,1,0,0,0,0,0,0,0,0,0,1900,1990,,,0,2
"Reta,Rosalio",Serial-Organizational-DrugEnterprise,1,3,0,0,9,"US,Mexico",TX,Webb,Lardeo,1,1989,7/27/1989,US-TX-HarrisCounty,13,16,10,0,2003,2006,,1.55,FinancialGain-ContractKiller,,1,,,0,,2,9,1,,,None,,,,,0,,,,0,0,,,0,,,,,,,,,,1,1,,,,,1,,,,,,,,,,Contractkiller,,,13,13,0,"2,4",1,3,1,1,"Shoot,Stab","Cardona,Gabriel;Reta,Rosalio",Gang,1,1,9,0,3,0,0,9,0,0,,1,1,"14,15,19,24,27",,,,0,1,1,,0,,,,1,0,0,0,0,1,,,,,,,,,0,0,,1,,0,,2007,0,0,1,0,2,0,,0,,9,30,2,3,2003,2006,0,1,0,0,0,0,0,0,0,0,0,0,2000,2000,,,1,6+
"Revak,ChristopherEric",Serial-suspected,1,1,1,0,3,US,"WI,MO","Wood,Douglas,Madison","WisconsinRapids,Ava,Madison",1,1972,8/12/1972,US-WI,33,34,30,0,6/10/2006,7/9/2007,3.21,3.01,Enjoyment-Rape,,1,,,0,,,,,,12,Diploma,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,4,1,0,,1,EMT,1,1,33,33,0,5,1,,0,0,Strangle,,,,2,0,3,1,3,0,0,0,0,,1,0,"21,22,36",,,,1,0,1,,,0,0,0,,0,0,0,1,0,,,0,0,0,0,1,0,0,0,0,1,,,,7/25/2009,0,0,0,0,5,0,7/26/2009,1,6,3,0,0,1,2006,2007,0,1,0,0,0,0,0,0,0,0,0,0,2000,2000,,,0,3
"Reyes,LuisE.",Serial-Team-Twoevents,1,3,0,0,3,US,"NJ,DE","Burlington,NewCastle","Willingboro,Wilmington",1,1977,2/8/1977,,17,18,10,0,1/5/1995,1/21/1996,7.4,4,Anger,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,17,0,"2,8",1,3,,1,"Shoot,Smother","Cabrera,LuisG.;Reyes,Luis",,1,1,3,0,,,,1,,,,1,0,"18,19,68",,,,0,0,,0,,0,0,0,,0,0,0,0,0,,,0,0,0,0,1,0,0,0,,,,0,,,0,0,1,0,3,,,,,3,3,3,1,1995,1996,0,0,1,0,0,0,0,0,0,0,0,0,1900,1990,,,0,3
"Rezala,SidAhmed",Serial,1,4,0,0,3,France,,,,0,1979,5/14/1979,Algiers-ElBiar,20,20,20,0,10/13/1999,12/14/1999,6.22,3.02,Enjoyment-Norape,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1,,,,,,1,1,1,2,1,,1,1,,1,1,20,20,0,"4,5",1,,0,0,"Stab,Strangle",,,,2,0,3,1,3,0,0,0,0,5,1,0,"20,20,36",,,,0,0,,,,,0,0,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,,,,,,1/12/2000,0,0,0,0,5,0,6/28/2000,1,6,3,,0,0,1999,1999,0,0,1,0,0,0,0,0,0,0,0,0,1900,1990,,,0,3
"Rhoades,PaulEzra#26864",Serial,1,1,1,1,6,US,"ID,UT","SaltLake,Davis,Bingham,Bonneville","SaltLakeCity,Layton,Blackfoot,IdahoFalls",1,1957,1/18/1957,,28,30,20,1,5/15/1985,3/19/1987,6,1.12,FinancialGain-Robbery-Retail,74,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Truckdriver,1,1,28,28,0,2,0,3,,0,Shoot,,,,3,1,5,1,6,0,0,0,0,"4,5",1,1,"16,20,20,21,25,34",,,,1,1,1,,,,1,0,,0,0,0,0,0,,,0,0,0,0,1,0,0,0,1,1,,0,,3/25/1987,0,0,1,1,3,1,11/18/2001,0,1,6,1,3,2,1985,1987,0,0,0,1,0,0,0,0,0,0,0,0,1900,1980,,,0,6+
"Rhoades,RobertBen",Serial,1,1,1,0,4,US,IL/TX/MS/UT,"Sutton,Millard,Bond,Lamar",Greenville,1,1945,11/22/1945,US-IA-CounselBluffs,44,44,40,0,1/19/1990,2/3/1990,8.8,3.01,Enjoyment-Rape,,1,5,16,0,3,2,3,,,13,Diploma,,,,,1,4,,,,0,,,,,,,,0,,0,0,0,0,0,0,1,1,1,,,,,1,,,,,1,,1,,44,44,0,"2,5",1,3,,0,"Shoot,Strangle",,,,3,2,2,1,4,0,0,0,0,"4,5",1,1,"14,18,24,26",,,,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,,0,0,0,0,1,0,0,0,2,1,,0,,4/1/1990,0,0,1,0,2,0,,,,4,3,3,0,1990,1990,0,0,1,0,0,0,0,0,0,0,0,0,1900,1990,,,0,4
"Rhoades,RobertBoyd",Serial-Twomurders,1,1,1,0,2,US,CA,"Alameda,Sacramento","Haywood,YubaCity",1,1952,12/11/1952,US-CA-Yuba,31,43,30,0,4/20/1984,5/16/1996,8.36,3.01,Enjoyment-Rape,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,1,31,31,0,"1,4",1,3,0,0,"Bludgeon,Stab",,,,3,1,1,1,2,0,0,0,0,"3,4",1,1,"8,18",,,,1,1,1,0,0,,1,0,,0,0,0,0,0,,,0,0,0,0,1,0,0,0,,1,,,,5/16/1996,0,0,0,0,3,,,,,2,0,2,12,1984,1996,0,0,1,1,0,0,0,0,0,0,0,0,1900,1980,,,0,2
"Rice,BrandonSebastian#0883514",Serial-Team-Twomurders,1,2,0,0,2,US,NC,"Duplin,Sampson","Kenansville,Harrels",1,1987,9/20/1987,,19,19,10,0,5/24/2007,9/3/2007,11,1.1,FinancialGain-Robbery,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,19,0,2,0,3,3,1,Shoot,Various,,1,1,2,0,,,,,0,0,,1,0,"31,63",,,,0,0,1,0,1,0,0,0,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,,,,,,9/18/2007,0,0,1,0,2,0,,,,2,2,2,0,2007,2007,0,1,0,0,0,0,0,0,0,0,0,0,2000,2000,,,0,2
"Rich,DarrellKeith",Serial,1,5,0,0,4,US,CA,Shasta,"Redding,Chico,Cottonwood",1,1955,2/14/1955,,23,23,20,0,7/7/1978,8/20/1978,8.31,3.01,Enjoyment-Rape,,4,,,1,,,,1,,,,,,,,0,,,,0,0,,,,,,,,,,,,,1,,,,,,,,1,,0,4,1,,,1,,1,1,23,23,0,"1,2",1,3,,0,"Bludgeon,Shoot",,,,2,0,4,1,4,0,0,0,0,4,1,1,"11,17,19,28",,,,1,,1,,,,,0,,0,0,0,0,0,,,0,1,0,0,0,0,0,0,,1,,,,8/23/1978,0,0,1,0,3,1,3/15/2000,0,1,4,4,4,0,1978,1978,0,0,0,0,1,0,0,0,0,0,0,0,1900,1970,,,0,4
"Richards,Antonio",Serial,1,2,0,0,11,US,LA,,,1,,,,,,,,1884,1898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,14,1884,1898,0,0,0,0,0,0,0,0,0,0,0,0,1800,1880,,,0,6+
"Richards,RobertMcKinley",Serial-Twomurders,1,1,1,0,2,US,TN,Hardeman,,1,1965,7/11/1965,,21,22,20,0,1986,1987,,3.01,Enjoyment-Rape,71,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,EMT,,,21,21,0,2,0,3,,0,Shoot,,,,2,0,2,,,,,,,4,0,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,1,0,,0,7/21/1991,0,2,2,2,0,1,1986,1987,0,0,0,1,0,0,0,0,0,0,0,0,1900,1980,,,0,2
"Richards,StephenD.",Serial,1,1,1,0,6,US,NE,Kearney,Lincoln,1,1855,,US-WV-Wheelimg,22,23,20,0,3/19/1877,12/9/1878,7.4,3.02,Enjoyment-NoRape,74,1,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,22,22,0,"1,2,14",1,3,,0,"Bludgeon,Shoot,Axe",,,,3,2,3,1,6,0,0,0,0,,1,1,,,,,0,0,1,0,,0,0,0,,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,1,,0,,12/20/1878,0,0,1,0,3,1,1879,0,1,6,9,4,1,1877,1878,0,0,0,0,0,0,0,0,0,0,0,0,1800,1870,,NebraskaFiend,0,6+
"Richardson,BillyE.",Serial-Team-Twomurders,1,2,0,0,2,US,KY,Jefferson,"Louisville,Shivley",1,1989,9/13/1989,,23,23,20,0,12/23/2012,12/29/2012,10.1,1.15,FinancialGain-Robbery-DrugDealers,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,23,0,2,0,3,,1,Shoot,"Garrett,Jerard;Richardson,Billy",,1,1,2,0,2,0,2,0,0,0,,1,0,"19,39",,,,0,0,1,0,0,0,0,0,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,,,,,,2013,0,0,,,,,,,,2,,,0,2012,2012,1,0,0,0,0,0,0,0,0,0,0,0,2000,2010,,,0,2
"Richardson,CarlSewanti#192352",Serial-Twomurders,1,2,0,0,2,US,MD,PrinceGeorges,OxonHill,1,1970,3/6/1970,,17,17,10,0,8/16/1987,10/7/1987,8.32,1.1,FinancialGain-Robbery,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,17,17,0,2,0,3,1,0,Shoot,,,,1,2,0,,,,,,,,1,0,"21,22",,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,,1,,,,1987,0,0,1,0,2,0,,,,2,1,2,0,1987,1987,0,0,0,1,0,0,0,0,0,0,0,0,1900,1980,,,0,2
"Richardson,Derek",Serial-Twomurders,1,1,1,1,2,US,MO,Clay,KansasCity,1,1985,,,26,27,20,1,10/4/2011,8/21/2012,1.1,3.02,Enjoyment-NoRape,,,,,,,,,,,10,GED,,,,,1,4,,,,0,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,1,,1,Warehouseworker,,0,26,26,0,5,1,0,0,0,Strangle,,,,2,0,2,1,2,0,0,0,0,,1,0,"24,40",,,2,0,0,1,0,,0,0,0,,0,0,0,1,0,,,0,0,0,1,0,0,0,0,,,,0,,2/16/2013,0,0,1,0,5,0,4/7/2013,1,6,2,2,0,1,2011,2012,1,0,0,0,0,0,0,0,0,0,0,0,2000,2010,,,0,2
"Richardson,EdwinD.#A163827",Serial-Twomurders,1,1,1,0,2,US,OH/CA,SantaAna,Stanton,1,1936,8/2/1936,,36,41,30,0,10/29/1972,11/27/1977,7.2,3.01,Enjoyment-Rape,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Constructionworker-Concrete,,,36,36,0,5,1,,0,0,Strangle,,,,2,0,2,1,2,0,0,0,0,5,1,0,"21,23",,,,1,,,,,,,0,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,,1,,0,,,0,0,1,0,2,0,,,,2,2,2,5,1972,1977,0,0,0,0,1,0,0,0,0,0,0,0,1900,1970,,,0,2
"Richey,FrederickAlvin",Serial-Twomurders,1,2,0,0,2,US,OR,Multnomah,Portland,1,1953,9/19/1953,,30,31,30,0,3/22/1984,9/23/1984,7.2,3.01,Enjoyment-Rape,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,30,30,0,"4,5",1,,0,0,"Stab,Strangle",,,,2,0,2,1,2,0,0,0,0,,1,0,"28,31",,,,1,,,,,,,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,,1,,0,,,0,0,0,0,2,0,,,,2,0,2,0,1984,1984,0,0,0,1,0,0,0,0,0,0,0,0,1900,1980,,,0,2
"Richmond,EarlJ.Jr.#0343602",Serial-Twoevents,1,2,0,0,4,US,NC/NJ,Cumberland,Fayetteville,1,1961,11/6/1961,,29,29,20,1,4/5/1991,11/4/1991,8.5,4.13,Anger-LostControl,,,,,0,,,,,,,,,,,,1,1,,,,0,,,,,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,29,29,0,5,1,0,0,0,Strangle,,,,3,1,3,7,1,3,0,0,0,8,1,1,"7,8,24,27",,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,1,2,,0,,1991,0,0,1,0,3,1,5/6/2005,0,1,4,3,4,0,1991,1991,0,0,1,0,0,0,0,0,0,0,0,0,1900,1990,,,0,4
"Ricks,Marlon",Serial-Twomurders,1,2,0,0,2,US,OH,Cuyahoga,"Euclid,GarfieldHeights",1,1971,8/13/1970,,19,41,10,0,5/22/1990,3/12/2012,5.7,4,Anger,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,1,,,,19,19,0,"2,4",1,3,,,"Shoot,Stab",,,,3,1,1,2,0,2,0,0,0,,1,0,"25,52",,,,0,0,,,,,,0,,0,0,0,0,0,,,1,1,0,0,0,0,0,0,,,,,,12/3/2012,0,0,,0,2,0,,,,2,,2,22,1990,2012,1,0,1,0,0,0,0,0,0,0,0,0,1900,1990,,,0,2
"Ridgway,Gary",Serial,1,1,1,0,49,US,WA,King,Seattle,1,1949,2/18/1949,US-UT-SaltLakeCity,33,49,30,0,7/8/1982,1998,1.1,3.01,Enjoyment-Rape,70,1,3,,0,2,2,2,1,,12,Diploma,85,82,,,1,2,,,1,0,,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,1,1,1,"2,3",1,1,1,1,Truckpainter,1,0,33,33,0,5,1,1,0,0,Strangle,,,,2,0,48,7,39,11,2,0,1,5,1,1,"15(4),16(9),17(6),18(7),19(6),20,21(4),22(2),23(3),25,26,31,36(3)",4,3,"2,3,4",1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,,1,0,1,1,1,1,0,0,0,1,,0,,11/30/2001,0,0,1,0,2,0,,,,49,90,48,16,1982,1998,0,0,1,1,0,0,0,0,0,0,0,0,1900,1980,,GreenRiverKiller,0,6+
"Riebe,Mark#269786",Serial,1,1,1,1,4,US,FL,"Bay,SantaRosa,Okaloosa",FortWaltonBeach,1,1961,2/18/1961,,25,31,20,1,12/31/1986,1992,8.31,3.01,Enjoyment-Rape,67,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,25,25,0,4,1,3,0,0,Stab,,,,2,0,4,1,4,0,0,0,0,5,1,0,"20,23,29,36",,,,1,,,,,,,,,0,0,0,0,0,,,0,0,,,,,0,0,,,,0,,,0,0,1,0,2,0,,,,4,4,1,6,1986,1992,0,0,1,1,0,0,0,0,0,0,0,0,1900,1980,,,0,4
"Rieken,Ronny",Serial-Twomurders,1,1,1,1,2,Germany,,,Struecklingen,0,1968,2/12/1968,,28,30,20,1,1996,3/16/1998,8.34,3.01,Enjoyment-Rape,,,,,,,,,,,,,105,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,2,3,1,1,1,Mechanic,1,1,28,28,0,"4,5",1,0,0,0,"Stab,Strangle",,,,2,0,2,1,2,0,0,0,0,,0,1,"11,13",,,,1,0,,,,,,0,,0,0,0,0,0,,,,,0,,,0,0,,,,,,,1998,0,0,1,0,2,0,,,,2,2,2,2,1996,1998,0,0,1,0,0,0,0,0,0,0,0,0,1900,1990,,,0,2
"Rifkin,Joel",Serial,1,1,1,0,17,US,NY,Multiplecounties,Multiplecities,1,1959,1/20/1959,US-NY-NewYork,30,34,30,0,1989,6/24/1993,1.1,3.02,Enjoyment-Norape,74,4,1,18,1,1,1,1,1,1,13,Diploma,128,,,,0,,,,0,0,,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,0,0,0,,0,,4,1,"Unemployed,landscaper",1,0,30,30,0,5,1,0,0,0,Strangle,,,,2,0,11,7,9,0,5,1,0,5,1,0,"20,21,22(2),23,25,28(2),31(3),33,39",,,2,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,,6/28/1993,0,0,1,1,2,0,,0,,17,17,9,4,1989,1993,0,0,1,1,0,0,0,0,0,0,0,0,1900,1980,,,0,6+
"Riggins,ReginaldR.",Serial-Twomurders,1,2,0,0,2,US,FL,"Polk,Lee","Lakeland,FortMeyer",1,1977,10/8/1977,,31,33,30,0,4/10/2009,6/23/2011,,4,,66,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,1,31,31,0,"1,5",1,,0,0,"Bludgeon,Strangle",,,,2,0,3,7,1,1,0,0,0,,1,0,"33,60",,,,,,0,,,0,0,0,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,,2,,,,7/28/2011,0,0,1,0,25yrs,0,,,,2,2,2,2,2009,2011,1,1,0,0,0,0,0,0,0,0,0,0,2000,2000,,,0,2
"Rigo,Ondrej",Serial,1,1,1,0,9,"Slovakia,Germany,Netherlands",,,"Bratislava,Munich,Amsterdam",0,1955,,,35,37,30,0,6/8/1990,3/4/1992,7.2,3.01,Enjoyment-Rape,,,,,0,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,35,35,0,1,1,,0,0,Bludgeon,,,,2,0,9,1,9,0,0,0,0,,1,1,"14,22,28,40,40,58,67,79,88",,,,1,,,,,,,,,1,0,0,0,0,,,1,0,0,0,0,0,0,0,,,,,,3/4/1992,0,0,0,0,2,0,,,,9,0,9,2,1990,1992,0,0,1,0,0,0,0,0,0,0,0,0,1900,1990,,,0,6+
"Rijke,Sjef",Serial-Twomurders+otherattempts,1,1,1,,2,Holland,,,,0,,,Holland-Utrecht,,,,,1971,4/2/1971,5.1,3.02,Enjoyment-Norape,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,0,0,Poison,,,,2,0,2,1,2,0,0,0,0,4,1,0,"18,18",,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,,,,,,0,0,1,1,2,0,,,,2,2,2,0,1971,1971,0,0,0,0,1,0,0,0,0,0,0,0,1900,1970,,,0,2
"Riley,DenaDelores",Serial-Team-Twomurders,1,2,0,0,2,US,MO,"Jackson,Clay","Independence,Liberty",1,1966,7/3/1966,US-MO-KansasCity,39,39,30,0,2006,5/15/2006,8.31,3.01,Enjoyment-Rape,,,,,,,,,0,,12,Diploma,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,0,4,4,,,1,Oddjobs,,0,39,39,0,5,1,0,0,1,Strangle,"Davis,RichardDean;Riley,Dena",Boyfriend,2,2,0,2,1,2,0,0,0,,5,1,0,"36,41",,,,1,1,,1,0,1,1,0,,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,,,,0,,2006,0,0,1,0,2,0,,,,2,1,1,0,2006,2006,0,1,0,0,0,0,0,0,0,0,0,0,2000,2000,,,0,2
"Rimaru,Florea",Serial-suspected,1,1,1,,4,Romania,,,Bucharest,0,,,,,,,,1944,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,4,,,,1944,,0,0,0,0,0,0,0,1,0,0,0,0,1900,1940,FatherofIonRimaru,,0,4
"Rimaru,Ion",Serial,1,1,1,0,6,Romania,,,Bucharest,0,1946,10/12/1946,Romania-Corabia,23,24,20,0,4/8/1970,5/5/1971,8.31,3.01,Enjoyment-Rape,,,,,,1,1,2,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,23,0,"1,4",1,3,0,0,"Bludgeon,Stab",,,,2,0,4,1,4,0,0,0,0,,1,0,,,,,1,0,1,,,0,0,0,,,0,0,,,,,1,0,0,0,0,0,0,0,,,,,,5/27/1971,0,0,1,1,3,1,10/23/1971,0,1,6,,,1,1970,1971,0,0,0,0,1,0,0,0,0,0,0,0,1900,1970,SonofFloreaRimaru,,0,6+
Rinku,Serial-Accused,1,4,0,0,8,India,,,"Faridabad,Delhi",0,,,,,,,,,2014,6.21,1.13,FinancialGain-Robbery-RandomStreet,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rickshawpuller,,,,,,,,,,0,,,,,,,,4,0,0,0,8,0,,1,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,2015,0,0,,,,,,,,8,,,,,2014,,,,,,,,,,,,,2000,2010,,,0,6+
"Rios,Miguel",Serial-Twomurders,1,3,0,0,2,US,PA,Philadelphia,Philadelphia,1,1952,,,40,40,40,0,8/27/1992,9/19/1992,7.11,1.11,FinancialGain-Robbery-Homeinvasion,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,40,40,0,2,0,3,,0,Shoot,,,,1,2,0,3,0,0,2,0,0,,1,0,"21,35",,,,0,1,,0,0,0,0,0,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,,,,,,1992,0,0,,0,3,,,,,2,,2,0,1992,1992,0,0,1,0,0,0,0,0,0,0,0,0,1900,1990,,,0,2
"Rissell,MontieRalph",Serial,1,1,1,0,5,US,VA,"Alexandria,Fairfax","Alexandria,Springfield",1,1958,11/28/1958,,17,18,10,0,1976,5/5/1977,1.1,3.01,Enjoyment-Rape,,2,2,7,0,3,2,2,1,,12,Diploma,120,,,,0,,,,0,0,,,,0,,,,,0,,,,1,1,0,,,,,,,,,,,,,1,,,,17,17,0,"4,5,10",1,3,0,0,"Stab,Strangle,Drown",,,,2,0,5,7,3,2,0,0,0,5,1,0,"22,24,24,27,34",,,,1,0,1,1,0,0,1,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,1,1,,,,5/17/1977,0,0,1,0,2,0,,,,5,5,5,1,1976,1977,0,0,0,0,1,0,0,0,0,0,0,0,1900,1970,,,0,5
"Rivera,RaymondezeLamon",Serial-Twomurders,1,2,0,0,2,US,SC,"Vance,Anderson","Orangeburg,Anderson",1,1978,4/20/1978,,28,28,20,1,12/11/2006,12/14/2006,11,11,Multiplemotives,69,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,28,28,0,5,1,,0,0,Strangle,,,,2,0,2,2,0,2,0,0,0,,1,0,"27,28",,,,0,0,1,0,,,,0,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,,,,,Bipolardisorder,,0,0,1,0,2,0,,,,2,2,2,0,2006,2006,0,1,0,0,0,0,0,0,0,0,0,0,2000,2000,,,0,2
